Query,Started,Ended,Billing Tier,Bytes
query/query66.sql,"1570972154058","1570972156581",1,"1209008128"
query/query67.sql,"1570972161110","1570972172285",1,"1120927744"
query/query68.sql,"1570972176440","1570972182700",1,"2013265920"
query/query69.sql,"1570972187307","1570972190933",1,"882900992"
query/query70.sql,"1570972194683","1570972198569",1,"661651456"
query/query71.sql,"1570972203080","1570972257840",1,"1588592640"
query/query72.sql,"1570972276044","1570972301367",1,"5182062592"
query/query73.sql,"1570972316096","1570972319621",1,"1129316352"
query/query74.sql,"1570972323268","1570972335636",1,"855638016"
query/query75.sql,"1570972343855","1570972352604",1,"2148532224"
query/query76.sql,"1570972357064","1570972359710",1,"1583349760"
query/query77.sql,"1570972364621","1570972368365",1,"1728053248"
query/query78.sql,"1570972373817","1570972386335",1,"2850029568"
query/query79.sql,"1570972394112","1570972397178",1,"1784676352"
query/query80.sql,"1570972401530","1570972412798",1,"2930769920"
query/query81.sql,"1570972417023","1570972420902",1,"101711872"
query/query82.sql,"1570972425399","1570972429221",1,"3388997632"
query/query83.sql,"1570972434177","1570972438387",1,"123731968"
query/query84.sql,"1570972442463","1570972445240",1,"71303168"
query/query85.sql,"1570972449494","1570972456055",1,"499122176"
query/query86.sql,"1570972460078","1570972462724",1,"177209344"
query/query87.sql,"1570972467153","1570972487291",1,"799014912"
query/query88.sql,"1570972495891","1570972508775",1,"662700032"
query/query89.sql,"1570972516281","1570972518734",1,"897581056"
query/query90.sql,"1570972522363","1570972524004",1,"175112192"
query/query91.sql,"1570972528169","1570972531207",1,"111149056"
query/query92.sql,"1570972535568","1570972537731",1,"176160768"
query/query93.sql,"1570972541492","1570972551257",1,"1212153856"
query/query94.sql,"1570972556949","1570972559359",1,"414187520"
query/query95.sql,"1570972563276","1570972566735",1,"414187520"
query/query96.sql,"1570972570505","1570972572066",1,"662700032"
query/query97.sql,"1570972576282","1570972585087",1,"1017118720"
query/query98.sql,"1570972589451","1570972596053",1,"687865856"
query/query99.sql,"1570972600619","1570972602495",1,"574619648"
